Human	Papillomaviruses
O60885-1	Papillomaviruses:P03122
O60885	Papillomaviruses:P03122
O75925	Papillomaviruses:P03116
Q05086	Papillomaviruses:P06933
Q05086	Papillomaviruses:P06931
Q09472	Papillomaviruses:P03122
Q13227	Papillomaviruses:P03122
O00505	Papillomaviruses:P03116
P55209	Papillomaviruses:P03122
P49792	Papillomaviruses:P03116
Q14257	Papillomaviruses:P06931
Q16637-1	Papillomaviruses:P03122
P61956	Papillomaviruses:P03116
O75928	Papillomaviruses:P03116
A0A0U1RQC9	Papillomaviruses:P06931
A0A1B0GTU4	Papillomaviruses:P06931
B0QYN7	Papillomaviruses:P03116
B1AHL2	Papillomaviruses:P06931
B8ZZN6	Papillomaviruses:P03116
G5E975	Papillomaviruses:P03116
J3KR72	Papillomaviruses:P03122
P09619	Papillomaviruses:P0CK45
P17676	Papillomaviruses:P03122
P23142-1	Papillomaviruses:P06931
P27449	Papillomaviruses:P0CK45
P49715	Papillomaviruses:P03122
P49848	Papillomaviruses:P03122
Q96FC9	Papillomaviruses:P03122
Q96QZ7	Papillomaviruses:P06931
O60885	Papillomaviruses:P11298
O15111	Papillomaviruses:Q8B5B5
P20226	Papillomaviruses:P04015
P16070	Papillomaviruses:P69901
P16070	Papillomaviruses:B9UPF3
P28749	Papillomaviruses:P04020
Q07955	Papillomaviruses:P04015
P02786	Papillomaviruses:P69901
P02786	Papillomaviruses:B9UPF3
Q12824-1	Papillomaviruses:P04014
P35606	Papillomaviruses:B9UPF3
P35606	Papillomaviruses:P69901
O95477	Papillomaviruses:B9UPF3
O95477	Papillomaviruses:P69901
Q92973	Papillomaviruses:P04012
P30153	Papillomaviruses:P04020
Q16236	Papillomaviruses:P04015
P02792	Papillomaviruses:P04013
P05556	Papillomaviruses:B9UPF3
P05556	Papillomaviruses:P69901
Q86VP1	Papillomaviruses:P04015
Q13813	Papillomaviruses:P04015
Q12959	Papillomaviruses:P04019
P46734	Papillomaviruses:P04020
Q03518	Papillomaviruses:P69901
Q03518	Papillomaviruses:B9UPF3
P04637	Papillomaviruses:P04019
P04637	Papillomaviruses:P04015
P04637-1	Papillomaviruses:P04019
Q7Z3K3	Papillomaviruses:P04020
Q13177	Papillomaviruses:P04020
O60885	Papillomaviruses:P04015
O14672	Papillomaviruses:P69901
O14672	Papillomaviruses:B9UPF3
Q9H3P7	Papillomaviruses:B9UPF3
P60468	Papillomaviruses:P69901
P60468	Papillomaviruses:B9UPF3
O00410	Papillomaviruses:P04012
Q9P0L0	Papillomaviruses:B9UPF3
Q9P0L0	Papillomaviruses:P69901
Q14318	Papillomaviruses:B9UPF3
Q14318	Papillomaviruses:P69901
Q16594	Papillomaviruses:P04020
P27824	Papillomaviruses:P69901
P27824	Papillomaviruses:B9UPF3
Q15629	Papillomaviruses:P69901
Q15629	Papillomaviruses:B9UPF3
Q9P0J7	Papillomaviruses:P04020
P30519	Papillomaviruses:B9UPF3
P30519	Papillomaviruses:P69901
P06400	Papillomaviruses:P04020
O75925	Papillomaviruses:P04014
Q05086	Papillomaviruses:P04019
Q9NP72	Papillomaviruses:P69901
Q9NP72	Papillomaviruses:B9UPF3
Q9BXK5	Papillomaviruses:P04015
Q16611	Papillomaviruses:P04019
O15350-1	Papillomaviruses:P04019
O15350	Papillomaviruses:P04020
Q9HCU5	Papillomaviruses:B9UPF3
Q9HCU5	Papillomaviruses:P69901
O00165	Papillomaviruses:P69901
O00165	Papillomaviruses:B9UPF3
O00264	Papillomaviruses:B9UPF3
O00264	Papillomaviruses:P69901
Q16891	Papillomaviruses:P69901
Q16891	Papillomaviruses:B9UPF3
Q6P1M0	Papillomaviruses:P69901
Q6P1M0	Papillomaviruses:B9UPF3
O95251	Papillomaviruses:P04015
Q99653	Papillomaviruses:B9UPF3
Q99653	Papillomaviruses:P69901
Q99623	Papillomaviruses:P69901
Q99623	Papillomaviruses:B9UPF3
Q8NEW0	Papillomaviruses:B9UPF3
Q8NEW0	Papillomaviruses:P69901
Q8NFQ8	Papillomaviruses:P69901
Q01094	Papillomaviruses:P04020
P50402	Papillomaviruses:P69901
P50402	Papillomaviruses:B9UPF3
Q09472	Papillomaviruses:P04019
Q09472	Papillomaviruses:P04020
P33897	Papillomaviruses:P69901
P33897	Papillomaviruses:B9UPF3
O95573	Papillomaviruses:P69901
O95573	Papillomaviruses:B9UPF3
Q9Y678	Papillomaviruses:B9UPF3
Q9Y678	Papillomaviruses:P69901
Q96CS3	Papillomaviruses:P69901
Q96CS3	Papillomaviruses:B9UPF3
Q5T4S7	Papillomaviruses:P04020
Q9UQ35	Papillomaviruses:P69901
Q9UQ35	Papillomaviruses:B9UPF3
Q9Y6C9	Papillomaviruses:P69901
Q9Y6C9	Papillomaviruses:B9UPF3
P02794	Papillomaviruses:P69901
P02794	Papillomaviruses:B9UPF3
Q8NAP3	Papillomaviruses:P04015
Q9Y2S7	Papillomaviruses:P04015
Q8WWY3	Papillomaviruses:P04020
Q96DZ1	Papillomaviruses:P69901
Q96DZ1	Papillomaviruses:B9UPF3
P62879	Papillomaviruses:P04013
Q13227	Papillomaviruses:P04019
P30101	Papillomaviruses:P04015
P30101	Papillomaviruses:B9UPF3
P30101	Papillomaviruses:P69901
Q9UMX0	Papillomaviruses:D7GMA9
Q9UMX0	Papillomaviruses:P04017
P07305	Papillomaviruses:P04014
P22736	Papillomaviruses:P04015
P10914	Papillomaviruses:P04020
P52292	Papillomaviruses:P04012
P27816	Papillomaviruses:P04020
P33993	Papillomaviruses:P04019
P01106	Papillomaviruses:P04020
P05023	Papillomaviruses:B9UPF3
P05023	Papillomaviruses:P69901
P16615	Papillomaviruses:B9UPF3
P16615	Papillomaviruses:P69901
P20020	Papillomaviruses:P69901
P20020	Papillomaviruses:B9UPF3
Q8TED1	Papillomaviruses:B9UPF3
Q8TED1	Papillomaviruses:P69901
P07237	Papillomaviruses:B9UPF3
P07237	Papillomaviruses:P69901
Q71UM5	Papillomaviruses:B9UPF3
Q71UM5	Papillomaviruses:P69901
Q53GQ0	Papillomaviruses:P69901
Q53GQ0	Papillomaviruses:B9UPF3
Q02809	Papillomaviruses:P69901
Q02809	Papillomaviruses:B9UPF3
Q15165	Papillomaviruses:B9UPF3
Q15165	Papillomaviruses:P69901
P67775	Papillomaviruses:P04020
Q9NVI7	Papillomaviruses:B9UPF3
Q9NVI7	Papillomaviruses:P69901
P62191	Papillomaviruses:P69901
P62191	Papillomaviruses:B9UPF3
P35998	Papillomaviruses:P69901
P35998	Papillomaviruses:B9UPF3
P43686	Papillomaviruses:B9UPF3
P43686	Papillomaviruses:P69901
P55036	Papillomaviruses:P69901
P55036	Papillomaviruses:B9UPF3
Q969X5	Papillomaviruses:P69901
Q969X5	Papillomaviruses:B9UPF3
Q7Z434	Papillomaviruses:P69901
Q7Z434	Papillomaviruses:B9UPF3
P42677	Papillomaviruses:P69901
P42677	Papillomaviruses:B9UPF3
O43765	Papillomaviruses:P04017
O43765	Papillomaviruses:P69901
O43765	Papillomaviruses:B9UPF3
O43765	Papillomaviruses:D7GMA9
Q15758	Papillomaviruses:B9UPF3
Q15758	Papillomaviruses:P69901
P08195	Papillomaviruses:P69901
P08195	Papillomaviruses:B9UPF3
Q16637-1	Papillomaviruses:P04015
P51571	Papillomaviruses:P69901
P51571	Papillomaviruses:B9UPF3
O15260	Papillomaviruses:P04019
O15260	Papillomaviruses:B9UPF3
O15260	Papillomaviruses:P69901
P49368	Papillomaviruses:P04020
P22314	Papillomaviruses:P04015
Q9BZQ6	Papillomaviruses:P69901
Q9BZQ6	Papillomaviruses:B9UPF3
P27797	Papillomaviruses:P69901
P27797	Papillomaviruses:B9UPF3
Q14790	Papillomaviruses:P04015
P78357	Papillomaviruses:P69901
P78357	Papillomaviruses:B9UPF3
Q9BPW8	Papillomaviruses:P69901
Q9BPW8	Papillomaviruses:B9UPF3
Q92831	Papillomaviruses:P04015
O75928	Papillomaviruses:P04014
Q3ZCQ8	Papillomaviruses:B9UPF3
Q3ZCQ8	Papillomaviruses:P69901
Q9Y5V3	Papillomaviruses:P04020
O95816	Papillomaviruses:B9UPF3
O95816	Papillomaviruses:P69901
O94842	Papillomaviruses:P04015
A0A0D9SGF6	Papillomaviruses:P04015
A0A0U1RQC9	Papillomaviruses:P04019
G5E975	Papillomaviruses:P04014
H0Y8C6	Papillomaviruses:P04012
O00391	Papillomaviruses:P69901
O00391	Papillomaviruses:B9UPF3
O00483	Papillomaviruses:P69901
O00483	Papillomaviruses:B9UPF3
O00754	Papillomaviruses:P04013
O00767	Papillomaviruses:P69901
O00767	Papillomaviruses:B9UPF3
O14579	Papillomaviruses:P69901
O14579	Papillomaviruses:B9UPF3
O14617	Papillomaviruses:P04015
O14735	Papillomaviruses:P04015
O14735	Papillomaviruses:P69901
O14735	Papillomaviruses:B9UPF3
O15031	Papillomaviruses:P69901
O15031	Papillomaviruses:B9UPF3
O15173	Papillomaviruses:P69901
O15173	Papillomaviruses:B9UPF3
O15269	Papillomaviruses:B9UPF3
O15269	Papillomaviruses:P69901
O15270	Papillomaviruses:P69901
O15270	Papillomaviruses:B9UPF3
O15305	Papillomaviruses:P04015
O15321	Papillomaviruses:B9UPF3
O15321	Papillomaviruses:P69901
O43166	Papillomaviruses:P04019
O43306	Papillomaviruses:P69901
O43306	Papillomaviruses:B9UPF3
O43670	Papillomaviruses:P04020
O43791	Papillomaviruses:P04015
O60353	Papillomaviruses:P69901
O60353	Papillomaviruses:B9UPF3
O60565	Papillomaviruses:P69901
O60565	Papillomaviruses:B9UPF3
O60725	Papillomaviruses:P69901
O60725	Papillomaviruses:B9UPF3
O60831	Papillomaviruses:P69901
O60831	Papillomaviruses:B9UPF3
O75396	Papillomaviruses:B9UPF3
O75396	Papillomaviruses:P69901
O75477	Papillomaviruses:B9UPF3
O75477	Papillomaviruses:P69901
O75746	Papillomaviruses:P69901
O75746	Papillomaviruses:B9UPF3
O94851	Papillomaviruses:P69901
O94851	Papillomaviruses:B9UPF3
O94929	Papillomaviruses:P69901
O95159	Papillomaviruses:B9UPF3
O95159	Papillomaviruses:P69901
O95297	Papillomaviruses:B9UPF3
O95297	Papillomaviruses:P69901
O95674	Papillomaviruses:B9UPF3
O95674	Papillomaviruses:P69901
O95864	Papillomaviruses:P69901
O95864	Papillomaviruses:B9UPF3
O96005	Papillomaviruses:P69901
O96005	Papillomaviruses:B9UPF3
O96013	Papillomaviruses:P04020
P00403	Papillomaviruses:B9UPF3
P00403	Papillomaviruses:P69901
P00533	Papillomaviruses:P69901
P00533	Papillomaviruses:B9UPF3
P02538	Papillomaviruses:P04015
P02649	Papillomaviruses:B9UPF3
P02649	Papillomaviruses:P69901
P04844	Papillomaviruses:B9UPF3
P04844	Papillomaviruses:P69901
P07196	Papillomaviruses:P04020
P08172	Papillomaviruses:P69901
P08172	Papillomaviruses:B9UPF3
P08240	Papillomaviruses:B9UPF3
P08240	Papillomaviruses:P69901
P09543	Papillomaviruses:B9UPF3
P09543	Papillomaviruses:P69901
P09619	Papillomaviruses:P69901
P09619	Papillomaviruses:B9UPF3
P09884	Papillomaviruses:P04014
P0DI83	Papillomaviruses:B9UPF3
P10620	Papillomaviruses:B9UPF3
P10620	Papillomaviruses:P69901
P10909	Papillomaviruses:B9UPF3
P10909	Papillomaviruses:P69901
P11166	Papillomaviruses:P69901
P11166	Papillomaviruses:B9UPF3
P11308	Papillomaviruses:P04020
P11717	Papillomaviruses:P69901
P11717	Papillomaviruses:B9UPF3
P14618	Papillomaviruses:P04020
P15408	Papillomaviruses:P04020
P16144	Papillomaviruses:P04015
P17302	Papillomaviruses:B9UPF3
P17302	Papillomaviruses:P69901
P17813	Papillomaviruses:B9UPF3
P17813	Papillomaviruses:P69901
P18031	Papillomaviruses:P69901
P18031	Papillomaviruses:B9UPF3
P21980	Papillomaviruses:P04020
P23458	Papillomaviruses:B9UPF3
P23458	Papillomaviruses:P69901
P23634	Papillomaviruses:B9UPF3
P23634	Papillomaviruses:P69901
P25116	Papillomaviruses:B9UPF3
P25116	Papillomaviruses:P69901
P28300	Papillomaviruses:P69901
P28300	Papillomaviruses:B9UPF3
P28300	Papillomaviruses:P04019
P29597	Papillomaviruses:P04019
P30530	Papillomaviruses:P69901
P30530	Papillomaviruses:B9UPF3
P31689	Papillomaviruses:P69901
P31689	Papillomaviruses:B9UPF3
P33527	Papillomaviruses:B9UPF3
P33527	Papillomaviruses:P69901
P35052	Papillomaviruses:P69901
P35052	Papillomaviruses:B9UPF3
P39656	Papillomaviruses:B9UPF3
P39656	Papillomaviruses:P69901
P40429	Papillomaviruses:P69901
P40429	Papillomaviruses:B9UPF3
P42166	Papillomaviruses:B9UPF3
P42166	Papillomaviruses:P69901
P42892	Papillomaviruses:B9UPF3
P42892	Papillomaviruses:P69901
P46778	Papillomaviruses:B9UPF3
P46778	Papillomaviruses:P69901
P46977	Papillomaviruses:P69901
P46977	Papillomaviruses:B9UPF3
P48060	Papillomaviruses:P69901
P48060	Papillomaviruses:B9UPF3
P48167	Papillomaviruses:B9UPF3
P48167	Papillomaviruses:P69901
P49760	Papillomaviruses:P04020
P50281	Papillomaviruses:B9UPF3
P50281	Papillomaviruses:P69901
P50416	Papillomaviruses:P69901
P50416	Papillomaviruses:B9UPF3
P53365	Papillomaviruses:P04015
P53621	Papillomaviruses:P04020
P53621	Papillomaviruses:P69901
P53621	Papillomaviruses:B9UPF3
P53801	Papillomaviruses:B9UPF3
P53801	Papillomaviruses:P69901
P67812	Papillomaviruses:B9UPF3
P67812	Papillomaviruses:P69901
P98194	Papillomaviruses:B9UPF3
P98194	Papillomaviruses:P69901
Q01650	Papillomaviruses:B9UPF3
Q01650	Papillomaviruses:P69901
Q02978	Papillomaviruses:P69901
Q02978	Papillomaviruses:B9UPF3
Q04721	Papillomaviruses:P69901
Q04721	Papillomaviruses:B9UPF3
Q04864	Papillomaviruses:P04020
Q05516	Papillomaviruses:P04020
Q07817	Papillomaviruses:P04015
Q08431	Papillomaviruses:B9UPF3
Q12797	Papillomaviruses:B9UPF3
Q12797	Papillomaviruses:P69901
Q12846	Papillomaviruses:B9UPF3
Q12846	Papillomaviruses:P69901
Q13287	Papillomaviruses:P04015
Q13308	Papillomaviruses:B9UPF3
Q13308	Papillomaviruses:P69901
Q13443	Papillomaviruses:B9UPF3
Q13443	Papillomaviruses:P69901
Q13563	Papillomaviruses:B9UPF3
Q13563	Papillomaviruses:P69901
Q13586	Papillomaviruses:P69901
Q13586	Papillomaviruses:B9UPF3
Q14186	Papillomaviruses:P04020
Q14393	Papillomaviruses:P69901
Q14393	Papillomaviruses:B9UPF3
Q14699	Papillomaviruses:P69901
Q14699	Papillomaviruses:B9UPF3
Q15012	Papillomaviruses:P69901
Q15012	Papillomaviruses:B9UPF3
Q16585	Papillomaviruses:B9UPF3
Q16585	Papillomaviruses:P69901
Q16629	Papillomaviruses:P04015
Q16825	Papillomaviruses:P04020
Q3KQU3	Papillomaviruses:B9UPF3
Q3KQU3	Papillomaviruses:P69901
Q4ZIN3	Papillomaviruses:B9UPF3
Q4ZIN3	Papillomaviruses:P69901
Q53EP0	Papillomaviruses:P69901
Q53EP0	Papillomaviruses:B9UPF3
Q5K4L6	Papillomaviruses:B9UPF3
Q5K4L6	Papillomaviruses:P69901
Q5T9L3	Papillomaviruses:P69901
Q5T9L3	Papillomaviruses:B9UPF3
Q5VT06	Papillomaviruses:P04015
Q5VV42	Papillomaviruses:P69901
Q5VV42	Papillomaviruses:B9UPF3
Q66K74	Papillomaviruses:P04015
Q6NZI2	Papillomaviruses:B9UPF3
Q6NZI2	Papillomaviruses:P69901
Q6PCB7	Papillomaviruses:B9UPF3
Q6PCB7	Papillomaviruses:P69901
Q6PIU2	Papillomaviruses:B9UPF3
Q6PIU2	Papillomaviruses:P69901
Q6UVK1	Papillomaviruses:B9UPF3
Q6UVK1	Papillomaviruses:P69901
Q70UQ0	Papillomaviruses:P69901
Q70UQ0	Papillomaviruses:B9UPF3
Q7Z4F1	Papillomaviruses:P69901
Q7Z4F1	Papillomaviruses:B9UPF3
Q7Z7M0	Papillomaviruses:P69901
Q7Z7M0	Papillomaviruses:B9UPF3
Q7Z7M9	Papillomaviruses:P69901
Q7Z7M9	Papillomaviruses:B9UPF3
Q86YD7	Papillomaviruses:P04020
Q8IV08	Papillomaviruses:P69901
Q8IV08	Papillomaviruses:B9UPF3
Q8IWI9	Papillomaviruses:P04015
Q8IWT6	Papillomaviruses:B9UPF3
Q8IWT6	Papillomaviruses:P69901
Q8IXI2	Papillomaviruses:P69901
Q8IXI2	Papillomaviruses:B9UPF3
Q8IY17	Papillomaviruses:B9UPF3
Q8IY17	Papillomaviruses:P69901
Q8IY26	Papillomaviruses:P69901
Q8IY26	Papillomaviruses:B9UPF3
Q8IZ52	Papillomaviruses:B9UPF3
Q8IZ52	Papillomaviruses:P69901
Q8N1B4	Papillomaviruses:P04015
Q8N2K0	Papillomaviruses:P69901
Q8N2K0	Papillomaviruses:B9UPF3
Q8N4L2	Papillomaviruses:B9UPF3
Q8N4L2	Papillomaviruses:P69901
Q8NBM4	Papillomaviruses:B9UPF3
Q8NBM4	Papillomaviruses:P69901
Q8NBP0	Papillomaviruses:P69901
Q8NBP0	Papillomaviruses:B9UPF3
Q8NC54	Papillomaviruses:B9UPF3
Q8NC54	Papillomaviruses:P69901
Q8NCL4	Papillomaviruses:P04019
Q8TAE8	Papillomaviruses:P04013
Q8TAT6	Papillomaviruses:P69901
Q8TAT6	Papillomaviruses:B9UPF3
Q8TB36	Papillomaviruses:B9UPF3
Q8TB36	Papillomaviruses:P69901
Q8TCJ2	Papillomaviruses:B9UPF3
Q8TCJ2	Papillomaviruses:P69901
Q8TCT4	Papillomaviruses:P04013
Q8WVM8	Papillomaviruses:B9UPF3
Q8WVM8	Papillomaviruses:P69901
Q8WVX9	Papillomaviruses:B9UPF3
Q8WVX9	Papillomaviruses:P69901
Q8WWH5	Papillomaviruses:P04015
Q8WZ71	Papillomaviruses:P69901
Q8WZ71	Papillomaviruses:B9UPF3
Q92629	Papillomaviruses:B9UPF3
Q92629	Papillomaviruses:P69901
Q92890	Papillomaviruses:B9UPF3
Q92890	Papillomaviruses:P69901
Q969G5	Papillomaviruses:P69901
Q969G5	Papillomaviruses:B9UPF3
Q96AQ6	Papillomaviruses:B9UPF3
Q96AQ6	Papillomaviruses:P69901
Q96BA8	Papillomaviruses:P69901
Q96BA8	Papillomaviruses:B9UPF3
Q96BI1	Papillomaviruses:P69901
Q96BI1	Papillomaviruses:B9UPF3
Q96BY9	Papillomaviruses:P69901
Q96BY9	Papillomaviruses:B9UPF3
Q96C01	Papillomaviruses:P04020
Q96CP6	Papillomaviruses:P69901
Q96CP6	Papillomaviruses:B9UPF3
Q96EY1	Papillomaviruses:P69901
Q96EY1	Papillomaviruses:B9UPF3
Q96G97	Papillomaviruses:B9UPF3
Q96G97	Papillomaviruses:P69901
Q96HA8	Papillomaviruses:P04020
Q96HH9	Papillomaviruses:B9UPF3
Q96HH9	Papillomaviruses:P69901
Q96IK5	Papillomaviruses:P04020
Q96IX5	Papillomaviruses:P69901
Q96IX5	Papillomaviruses:B9UPF3
Q96JC1	Papillomaviruses:P04015
Q96JJ7	Papillomaviruses:P69901
Q96JJ7	Papillomaviruses:B9UPF3
Q96KG9	Papillomaviruses:P04015
Q96N66	Papillomaviruses:B9UPF3
Q96N66	Papillomaviruses:P69901
Q96QF0	Papillomaviruses:P04015
Q96QZ7	Papillomaviruses:P04019
Q96S55	Papillomaviruses:P69901
Q96S55	Papillomaviruses:B9UPF3
Q96T23	Papillomaviruses:P04015
Q96TC7	Papillomaviruses:P69901
Q96TC7	Papillomaviruses:B9UPF3
Q99460	Papillomaviruses:B9UPF3
Q99460	Papillomaviruses:P69901
Q9BQB6	Papillomaviruses:B9UPF3
Q9BQB6	Papillomaviruses:P69901
Q9BRH9	Papillomaviruses:P04015
Q9BRK3	Papillomaviruses:P69901
Q9BRK3	Papillomaviruses:B9UPF3
Q9BSJ8	Papillomaviruses:B9UPF3
Q9BSJ8	Papillomaviruses:P69901
Q9BT22	Papillomaviruses:P69901
Q9BT22	Papillomaviruses:B9UPF3
Q9BVC4	Papillomaviruses:P04020
Q9BVC6	Papillomaviruses:P69901
Q9BVC6	Papillomaviruses:B9UPF3
Q9BW85	Papillomaviruses:P04020
Q9BWM7	Papillomaviruses:P69901
Q9BWM7	Papillomaviruses:B9UPF3
Q9BZG1	Papillomaviruses:P69901
Q9C0F1	Papillomaviruses:P04020
Q9GZM7-1	Papillomaviruses:P04013
Q9H0H5	Papillomaviruses:P04020
Q9H2V7	Papillomaviruses:P69901
Q9H2V7	Papillomaviruses:B9UPF3
Q9H496	Papillomaviruses:B9UPF3
Q9H5V8	Papillomaviruses:P04015
Q9H5V8	Papillomaviruses:P69901
Q9H5V8	Papillomaviruses:B9UPF3
Q9H936	Papillomaviruses:P69901
Q9H936	Papillomaviruses:B9UPF3
Q9HBE1-1	Papillomaviruses:P04013
Q9HBR0	Papillomaviruses:P69901
Q9HBR0	Papillomaviruses:B9UPF3
Q9HC07	Papillomaviruses:P69901
Q9HC07	Papillomaviruses:B9UPF3
Q9HCL0	Papillomaviruses:P69901
Q9HCL0	Papillomaviruses:B9UPF3
Q9HD20	Papillomaviruses:P69901
Q9HD20	Papillomaviruses:B9UPF3
Q9HD45	Papillomaviruses:B9UPF3
Q9HD45	Papillomaviruses:P69901
Q9HDC9	Papillomaviruses:B9UPF3
Q9HDC9	Papillomaviruses:P69901
Q9NP58	Papillomaviruses:B9UPF3
Q9NP58	Papillomaviruses:P69901
Q9NP81	Papillomaviruses:P04020
Q9NQX7	Papillomaviruses:P69901
Q9NQX7	Papillomaviruses:B9UPF3
Q9NR12	Papillomaviruses:P69901
Q9NR12	Papillomaviruses:B9UPF3
Q9NRL2	Papillomaviruses:P04015
Q9NRP0	Papillomaviruses:P69901
Q9NRP0	Papillomaviruses:B9UPF3
Q9NTJ5	Papillomaviruses:B9UPF3
Q9NTJ5	Papillomaviruses:P69901
Q9NV96	Papillomaviruses:P69901
Q9NV96	Papillomaviruses:B9UPF3
Q9NVH1	Papillomaviruses:B9UPF3
Q9NVH1	Papillomaviruses:P69901
Q9NX63	Papillomaviruses:B9UPF3
Q9NX63	Papillomaviruses:P69901
Q9NXH8	Papillomaviruses:B9UPF3
Q9NXH8	Papillomaviruses:P69901
Q9NXS2	Papillomaviruses:B9UPF3
Q9NXS2	Papillomaviruses:P69901
Q9NZ01	Papillomaviruses:P69901
Q9NZ01	Papillomaviruses:B9UPF3
Q9NZM1	Papillomaviruses:P69901
Q9NZM1	Papillomaviruses:B9UPF3
Q9P0V3	Papillomaviruses:B9UPF3
Q9P0V3	Papillomaviruses:P69901
Q9P2E9	Papillomaviruses:P69901
Q9P2E9	Papillomaviruses:B9UPF3
Q9UBU6	Papillomaviruses:P69901
Q9UBU6	Papillomaviruses:B9UPF3
Q9UGP8	Papillomaviruses:P69901
Q9UGP8	Papillomaviruses:B9UPF3
Q9UH62	Papillomaviruses:P69901
Q9UH62	Papillomaviruses:B9UPF3
Q9UHB9	Papillomaviruses:P04015
Q9UHG3	Papillomaviruses:B9UPF3
Q9UHG3	Papillomaviruses:P69901
Q9UHL4	Papillomaviruses:P69901
Q9UHL4	Papillomaviruses:B9UPF3
Q9UHV2	Papillomaviruses:P04019
Q9UJ14	Papillomaviruses:B9UPF3
Q9UJ14	Papillomaviruses:P69901
Q9UKT9	Papillomaviruses:P04020
Q9UKU6	Papillomaviruses:B9UPF3
Q9UKU6	Papillomaviruses:P69901
Q9UKV5	Papillomaviruses:P69901
Q9UKV5	Papillomaviruses:B9UPF3
Q9ULG6	Papillomaviruses:P69901
Q9ULG6	Papillomaviruses:B9UPF3
Q9UMS5	Papillomaviruses:B9UPF3
Q9UMS5	Papillomaviruses:P69901
Q9UNL2	Papillomaviruses:P69901
Q9UNL2	Papillomaviruses:B9UPF3
Q9Y244	Papillomaviruses:P04015
Q9Y2G8	Papillomaviruses:P69901
Q9Y2G8	Papillomaviruses:B9UPF3
Q9Y305	Papillomaviruses:P04020
Q9Y4P3	Papillomaviruses:B9UPF3
Q9Y4P3	Papillomaviruses:P69901
Q9Y4W2	Papillomaviruses:P04020
Q9Y4W6	Papillomaviruses:B9UPF3
Q9Y4W6	Papillomaviruses:P69901
Q9Y570	Papillomaviruses:P04015
Q9Y5G0	Papillomaviruses:B9UPF3
Q9Y5G0	Papillomaviruses:P69901
Q9Y5M8	Papillomaviruses:B9UPF3
Q9Y5M8	Papillomaviruses:P69901
Q9Y5W7	Papillomaviruses:B9UPF3
Q9Y5W7	Papillomaviruses:P69901
Q9Y6J9	Papillomaviruses:P04020
Q9Y6N5	Papillomaviruses:P69901
Q9Y6N5	Papillomaviruses:P04020
Q9Y6N5	Papillomaviruses:B9UPF3
Q9Y6N9	Papillomaviruses:P04020
P20226	Papillomaviruses:Q77UU1
P28749	Papillomaviruses:E7BBT6
Q07955	Papillomaviruses:Q77UU1
Q16236	Papillomaviruses:Q77UU1
P46777	Papillomaviruses:Q9QLP4
P68104	Papillomaviruses:Q9QLP4
Q86VP1	Papillomaviruses:Q77UU1
Q13813	Papillomaviruses:Q77UU1
P02795	Papillomaviruses:Q9QLP4
P14625	Papillomaviruses:Q9QLP4
P04637	Papillomaviruses:Q77UU1
O60885	Papillomaviruses:Q77UU1
Q05086	Papillomaviruses:Q77UU2
Q9BXK5	Papillomaviruses:Q77UU1
Q7Z6Z7	Papillomaviruses:Q77UU1
O95251	Papillomaviruses:Q77UU1
Q13049	Papillomaviruses:E7BBT6
Q15022	Papillomaviruses:Q9QLP4
Q8NAP3	Papillomaviruses:Q77UU1
Q9Y2S7	Papillomaviruses:Q77UU1
P30101	Papillomaviruses:Q77UU1
P05204	Papillomaviruses:Q9QLP4
P22736	Papillomaviruses:Q77UU1
P38646	Papillomaviruses:Q9QLP4
Q9HCK8	Papillomaviruses:Q9QLP4
P30050	Papillomaviruses:Q9QLP4
P62263	Papillomaviruses:Q9QLP4
P62979	Papillomaviruses:Q9QLP4
O00463	Papillomaviruses:E7BBT6
P22314	Papillomaviruses:Q77UU1
Q14790	Papillomaviruses:Q77UU1
O94842	Papillomaviruses:Q77UU1
A0A087WYT3	Papillomaviruses:Q9QLP4
A0A0C4DFM2	Papillomaviruses:Q9QLP4
A0A0D9SGF6	Papillomaviruses:Q77UU1
A2AJT9	Papillomaviruses:Q9QLP4
A9Z1X7	Papillomaviruses:Q9QLP4
E9PF18	Papillomaviruses:Q9QLP4
F8W6G1	Papillomaviruses:Q77UU1
H3BLV9	Papillomaviruses:Q9QLP4
I3L0L0	Papillomaviruses:Q9QLP4
J3KQ48	Papillomaviruses:Q9QLP4
O00203	Papillomaviruses:Q9QLP4
O14617	Papillomaviruses:Q77UU1
O14735	Papillomaviruses:Q77UU1
O15305	Papillomaviruses:Q77UU1
O43791	Papillomaviruses:Q77UU1
O60291	Papillomaviruses:Q77UU2
O76050	Papillomaviruses:E7BBT6
O95235	Papillomaviruses:Q77UU1
P00846	Papillomaviruses:Q9QLP4
P03905	Papillomaviruses:Q9QLP4
P07996	Papillomaviruses:Q9QLP4
P10074	Papillomaviruses:E7BBT6
P16144	Papillomaviruses:Q9QLP4
P16144	Papillomaviruses:Q77UU1
P24385	Papillomaviruses:Q9QLP4
P24752	Papillomaviruses:Q9QLP4
P37108	Papillomaviruses:Q9QLP4
P47869	Papillomaviruses:Q9QLP4
P50479	Papillomaviruses:Q9QLP4
P53365	Papillomaviruses:Q77UU1
Q13287	Papillomaviruses:Q77UU1
Q13829	Papillomaviruses:E7BBT6
Q15678	Papillomaviruses:E7BBT6
Q16629	Papillomaviruses:Q77UU1
Q16787	Papillomaviruses:Q9QLP4
