"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Alias","ENTREZID","GO","Path","Evidance","PMID","UNIPROT","ENSEMBL","Symbol"
"FANCL",717.636577596338,1.18000663043877,0.156709434690973,7.52990164737507,5.07785562537716e-14,6.99854524951617e-12,NA,"55120",NA,"04120",NA,NA,"Q9NW38","ENSG00000115392","FANCL"
"NEFM",200.601923992154,-6.00711818611043,0.798137804294379,-7.52641731013009,5.2151480854576e-14,7.13568305431959e-12,NA,"4741",NA,"05014",NA,NA,NA,"ENSG00000104722","NEFM"
"NSUN2",3785.93894284331,-0.799829226478294,0.106300772125682,-7.52420900134797,5.30404426551103e-14,7.2051053108906e-12,NA,"54888",NA,NA,NA,NA,"Q08J23","ENSG00000037474","NSUN2"
"SLC6A2",168.209336239796,-5.00536105727046,0.665537468175853,-7.52078026649569,5.44502958461901e-14,7.34378918691258e-12,NA,"6530",NA,NA,NA,NA,NA,"ENSG00000103546","SLC6A2"
"CTTN",10196.515460777,-1.82840307954652,0.243336932422683,-7.51387412236515,5.74027816774521e-14,7.68708740165709e-12,NA,"2017",NA,NA,NA,NA,NA,NA,"CTTN"
"ARHGDIA",9933.79880935481,-0.999618637690545,0.133063075463414,-7.51236685466053,5.80677896956838e-14,7.72138031714015e-12,NA,"396",NA,NA,NA,NA,NA,"ENSG00000141522","ARHGDIA"
"MARK3",3232.1925338486,-1.07739112110998,0.143558703328201,-7.50488194816634,6.14839846931487e-14,8.11846572710514e-12,NA,"4140",NA,NA,NA,NA,NA,"ENSG00000075413","MARK3"
"ZNF554",166.933235696705,1.28681068111108,0.17152614864864,7.50212542664285,6.27912443038017e-14,8.233501909336e-12,"ZNF554","115196",NA,NA,NA,NA,NA,"ENSG00000172006","ZNF554"
"SPIB",1361.58822497371,5.22943532581118,0.698294965449212,7.48886299423208,6.94728132250275e-14,9.04679765044806e-12,NA,"6689",NA,NA,NA,NA,NA,"ENSG00000269404","SPIB"
"THSD1",447.167840849752,-2.71555521432833,0.363173462270199,-7.47729527745056,7.58678224718275e-14,9.81189194460991e-12,NA,"55901",NA,NA,NA,NA,NA,"ENSG00000136114","THSD1"
"HTR7",242.483528910955,-3.89712415797518,0.521405016206893,-7.47427438716625,7.76310091565571e-14,9.97162391084429e-12,NA,"3363",NA,NA,NA,NA,"P34969","ENSG00000148680","HTR7"
"GPC4",1510.20372565165,-3.5791274758711,0.479495522704736,-7.46436057563578,8.37050931712355e-14,1.06791862787788e-11,NA,"2239",NA,NA,NA,NA,"O75487","ENSG00000076716","GPC4"
"HS3ST4",210.067865601079,4.64675868492613,0.623154306073464,7.45683475126035,8.86257418258926e-14,1.12310822627953e-11,NA,"9951",NA,NA,NA,NA,"Q9Y661","ENSG00000182601","HS3ST4"
"SMOX",681.146533566134,-2.36935577097343,0.318749328863645,-7.43328865795664,1.05930383791574e-13,1.33345167116834e-11,NA,"54498",NA,NA,NA,NA,"Q9NWM0","ENSG00000088826","SMOX"
"DHFR",3226.31647549038,1.38947715091075,0.187071515015375,7.42751856580923,1.10653855679865e-13,1.38368616089219e-11,NA,"1719",NA,NA,NA,NA,NA,"ENSG00000228716","DHFR"
"ADSL",1631.88970732155,-0.769834854363974,0.103680494736894,-7.42506926030355,1.12720915404042e-13,1.40026073990732e-11,NA,"158",NA,NA,NA,NA,NA,"ENSG00000239900","ADSL"
"FOLR3",61.972135633452,-6.02162632205818,0.812363275242983,-7.41247974344615,1.23959394466335e-13,1.5298047622963e-11,NA,"2352",NA,"04144",NA,NA,NA,"ENSG00000110203","FOLR3"
"KTN1-AS1",37.5546529502282,-1.76601832472709,0.238359948732229,-7.40903970704831,1.27217215407574e-13,1.55981523462715e-11,NA,"100129075",NA,NA,NA,NA,NA,"ENSG00000186615","KTN1-AS1"
"LOC100128191",231.822439090488,1.68831063891294,0.228366038406303,7.39300226380045,1.43550031747631e-13,1.74871722545727e-11,NA,NA,NA,NA,NA,NA,NA,NA,"LOC100128191"
"TEX15",185.395413417198,6.2064469609283,0.84023518961571,7.38655918917998,1.50677091329118e-13,1.82377233235668e-11,NA,"56154",NA,NA,NA,NA,NA,"ENSG00000133863","TEX15"
"STAT5A",1196.19177804597,1.57760557122408,0.213632543223701,7.38466877479484,1.52833376359369e-13,1.83808905249529e-11,NA,"6776",NA,NA,NA,NA,NA,"ENSG00000126561","STAT5A"
"KRT24",1010.27258807372,5.7845961650361,0.783810276503946,7.38009737616266,1.58173803372674e-13,1.89027706030559e-11,NA,"192666",NA,NA,NA,NA,"Q2M2I5","ENSG00000167916","KRT24"
"LOC100506046",18.3589634297523,1.41975186088778,0.192477610066163,7.37619227711601,1.62880735406585e-13,1.93428556348876e-11,NA,NA,NA,NA,NA,NA,NA,NA,"LOC100506046"
"SALL3",54.9684976442343,6.90411244987129,0.937760352036478,7.36234202574042,1.80711226964431e-13,2.13261836721399e-11,NA,"27164",NA,NA,NA,NA,NA,NA,"SALL3"
"VHL",2296.8614390556,0.875820500453113,0.119025863831103,7.35823687611208,1.86355147148989e-13,2.1840233923197e-11,NA,"7428",NA,NA,NA,NA,NA,"ENSG00000134086","VHL"
"DPF1",119.135898719431,-3.74337727575494,0.508783570562846,-7.35750423625865,1.8738046263944e-13,2.1840233923197e-11,NA,"8193",NA,NA,NA,NA,NA,"ENSG00000011332","DPF1"
"SPRR2G",844.403686567403,-4.78499903112504,0.651116876822796,-7.34890954520182,1.9983035532434e-13,2.31484464370195e-11,"SPRR2G","6706",NA,NA,NA,NA,"Q9BYE4","ENSG00000159516","SPRR2G"
"SYNJ1",495.378177793988,0.945696657105147,0.129135699275457,7.32327824459989,2.4198532510809e-13,2.78607738334815e-11,NA,"8867",NA,NA,NA,NA,NA,"ENSG00000159082","SYNJ1"
"TJP3",460.904459308764,4.20010727068151,0.573806587999014,7.31972646972943,2.48476908484047e-13,2.84347938545198e-11,NA,"27134",NA,"04530",NA,NA,"O95049","ENSG00000105289","TJP3"
"PNMA3",169.027602809887,3.76739673337289,0.514818422205388,7.31791359997191,2.51855925019199e-13,2.86193367362576e-11,NA,"29944",NA,NA,NA,NA,"Q9UL41","ENSG00000183837","PNMA3"
"IL24",134.111526666888,-3.79006688396367,0.517963922914456,-7.31724105925735,2.53120921245367e-13,2.86193367362576e-11,NA,"11009",NA,NA,NA,NA,"Q13007","ENSG00000162892","IL24"
"TCAM1P",384.103747747233,4.13336890048346,0.565250360343249,7.31245690488984,2.62301417904948e-13,2.94808057909597e-11,NA,"146771",NA,NA,NA,NA,NA,"ENSG00000240280","TCAM1P"
"ZNF259",1220.54325090513,-1.2264337578756,0.16784103115198,-7.3071152474335,2.72938453648866e-13,3.04136699271137e-11,NA,NA,NA,NA,NA,NA,NA,NA,"ZNF259"
"AMY2B",355.29252287175,1.84708515183021,0.252794027183127,7.30668035321957,2.73822894164248e-13,3.04136699271137e-11,NA,"280",NA,NA,NA,NA,"P19961","ENSG00000240038","AMY2B"
"FSTL3",1520.49984335293,-3.128729998126,0.428928802315642,-7.2942874930176,3.0024370960635e-13,3.31532264607432e-11,NA,"10272",NA,NA,NA,NA,NA,"ENSG00000070404","FSTL3"
"RUNDC3A",76.7358015536832,-3.02962077519345,0.415784499978637,-7.28651687436427,3.1807096962471e-13,3.48125483423665e-11,NA,"10900",NA,NA,NA,NA,"Q59EK9","ENSG00000108309","RUNDC3A"
"ZCWPW1",288.386902349176,1.62649930798467,0.223231917651668,7.28614135960012,3.18958312849772e-13,3.48125483423665e-11,NA,"55063",NA,NA,NA,NA,"Q9H0M4","ENSG00000078487","ZCWPW1"
"VEGFC",667.743287703751,-3.78690906869018,0.520454207966982,-7.2761618807594,3.43451426553448e-13,3.7270401357369e-11,NA,"7424",NA,NA,NA,NA,"P49767","ENSG00000150630","VEGFC"
"CHRNA9",20.4686072915232,-5.89129917104487,0.810290186455079,-7.2706041237135,3.57883326506201e-13,3.86145884062291e-11,NA,"55584",NA,"04080",NA,NA,"Q9UGM1","ENSG00000174343","CHRNA9"
"KRT1",4898.16018608301,-5.22014233886085,0.718915484623188,-7.26113493242802,3.83855786951593e-13,4.11816191432953e-11,NA,"3848",NA,NA,NA,NA,"P04264","ENSG00000167768","KRT1"
"ICOSLG",753.439603474918,2.19949675129329,0.303328330544763,7.25120778314078,4.13071416217472e-13,4.40656185368266e-11,NA,"23308",NA,NA,NA,NA,NA,"ENSG00000160223","ICOSLG"
"PHACTR4",1735.31074205169,0.714077177724422,0.098501956603597,7.24937049319837,4.18713098799637e-13,4.44165209636783e-11,NA,"65979",NA,NA,NA,NA,"Q8IZ21","ENSG00000204138","PHACTR4"
"LOC647946",86.0386420165157,3.07649163024605,0.42447147647399,7.24781711082668,4.23541974280389e-13,4.46777628958788e-11,NA,NA,NA,NA,NA,NA,NA,NA,"LOC647946"
"MYL4",70.7518987904213,-5.46795355832898,0.754793335350997,-7.24430556317279,4.34660477126923e-13,4.55958840506142e-11,NA,"4635",NA,NA,NA,NA,"P12829","ENSG00000198336","MYL4"
"ELF2",1211.52188639509,0.809277510166915,0.111744431770593,7.24221777625868,4.41406302932699e-13,4.60477006186476e-11,NA,"1998",NA,NA,NA,NA,NA,"ENSG00000109381","ELF2"
"CDC7",935.986575850721,1.54749578410415,0.213701688733956,7.24138303853405,4.44132089352343e-13,4.6077484127203e-11,NA,"8317",NA,"04110",NA,NA,NA,"ENSG00000097046","CDC7"
"FABP4",204.067526550718,-4.51496424913248,0.623930289981471,-7.23632803476581,4.60995535803515e-13,4.7565670530284e-11,NA,"2167",NA,"03320",NA,NA,NA,"ENSG00000170323","FABP4"
"ZPBP2",28.3792844244804,6.27708497824724,0.867600783755958,7.23499228651328,4.6555559782491e-13,4.7775113033315e-11,NA,"124626",NA,NA,NA,NA,"Q6X784","ENSG00000186075","ZPBP2"
"RPSAP52",31.6003502725814,-4.72595981226619,0.653642101726257,-7.23019493356534,4.8230124072478e-13,4.92260109587314e-11,NA,"204010",NA,NA,NA,NA,NA,"ENSG00000241749","RPSAP52"
"GAL",75.5022217062291,-4.4940088477575,0.622582936085637,-7.21832961888204,5.26300232556802e-13,5.34279623179437e-11,NA,"51083",NA,NA,NA,NA,"P22466","ENSG00000069482","GAL"
"LOC284837",323.656670037268,2.15920945694431,0.299470216351783,7.21009749566522,5.59118301086204e-13,5.64559987225118e-11,NA,NA,NA,NA,NA,NA,NA,NA,"LOC284837"
"MCM6",3408.2330174557,1.1638711788241,0.161485451445436,7.20728194649385,5.70797392447457e-13,5.73287040648558e-11,NA,"4175",NA,NA,NA,NA,"Q14566","ENSG00000076003","MCM6"
"ADCY5",166.661567287391,2.89655908730771,0.40223810667588,7.20110561190996,5.97262618533114e-13,5.96329928950865e-11,NA,"111",NA,NA,NA,NA,NA,"ENSG00000173175","ADCY5"
"C7orf46",153.104837763081,2.39385448734276,0.332458119284843,7.2004693177361,6.00056596232731e-13,5.96329928950865e-11,NA,NA,NA,NA,NA,NA,NA,NA,"C7orf46"
"TMPO",6438.96522592636,1.31703717796795,0.183130207200504,7.1918073926819,6.39391879022188e-13,6.32094107837537e-11,NA,"7112",NA,NA,NA,NA,NA,"ENSG00000120802","TMPO"
"HMSD",126.600733696421,3.75869161475889,0.522987936070575,7.18695663039476,6.62514432179507e-13,6.51541536896534e-11,NA,"284293",NA,NA,NA,NA,"A8MTL9","ENSG00000221887","HMSD"
"INHBA",925.913917187453,-4.14664419480351,0.577948420466443,-7.17476516582032,7.24314060570584e-13,7.0862684412921e-11,NA,"3624",NA,NA,NA,NA,NA,"ENSG00000122641","INHBA"
"RBBP4",4394.08476999261,1.08063425394386,0.150637369301873,7.17374618895724,7.29728442497194e-13,7.10243940785156e-11,NA,"5928",NA,NA,NA,NA,"Q09028","ENSG00000162521","RBBP4"
"CSNK2A2",653.353697060891,-0.910260303329318,0.126913631531726,-7.17228159294906,7.37580295652892e-13,7.14204673975277e-11,NA,"1459",NA,NA,NA,NA,"P19784","ENSG00000070770","CSNK2A2"
"ALS2CR8",199.519786998033,0.994456278657016,0.138891030923684,7.15997478054172,8.06919043119466e-13,7.77359457764375e-11,NA,NA,NA,NA,NA,NA,NA,NA,"ALS2CR8"
"MRPL36",949.752382540233,-0.947258612015806,0.132520529356371,-7.14801409726082,8.80422726050559e-13,8.4386507174044e-11,NA,"64979",NA,NA,NA,NA,"Q9P0J6","ENSG00000171421","MRPL36"
"LOC344887",630.824184531563,-4.26666701102126,0.597310579588488,-7.14312981692161,9.12293906877468e-13,8.6999664392224e-11,NA,NA,NA,NA,NA,NA,NA,NA,"LOC344887"
"SLC7A11",1217.09598275461,-3.29273767825765,0.461022285090385,-7.14225273863302,9.18135788845488e-13,8.71167837436206e-11,NA,"23657",NA,NA,NA,NA,"Q9UPY5","ENSG00000151012","SLC7A11"
"WDFY2",799.841393299371,-1.34049216479421,0.187979566873347,-7.13105252390217,9.9604298268921e-13,9.40364179956883e-11,NA,"115825",NA,NA,NA,NA,"Q96P53","ENSG00000139668","WDFY2"
"C16orf57",2092.24202457376,-1.39270691592395,0.195390402683634,-7.12781639627894,1.01973672753797e-12,9.57943725839399e-11,NA,NA,NA,NA,NA,NA,NA,NA,"C16orf57"
"CCDC125",318.331536471174,1.25109830609231,0.175601047832553,7.12466310158532,1.04335573407475e-12,9.75279354990069e-11,NA,"202243",NA,NA,NA,NA,NA,NA,"CCDC125"
"ACTN1",9823.71299980279,-2.16476813178603,0.304363494751259,-7.11244340769312,1.1400628978033e-12,1.06042697715871e-10,NA,"87",NA,NA,NA,NA,NA,"ENSG00000072110","ACTN1"
"GALNS",838.725540299358,-1.4046110313939,0.197544704204034,-7.11034515986392,1.15753101171282e-12,1.07139708642949e-10,NA,"2588",NA,NA,NA,NA,NA,"ENSG00000141012","GALNS"
"KLK14",91.6345980114134,-4.08193626128948,0.574292980366519,-7.10775928113269,1.17942029596418e-12,1.08633239162906e-10,NA,"43847",NA,NA,NA,NA,NA,"ENSG00000129437","KLK14"
"CTDNEP1",4174.4592546023,-0.580691875445811,0.0817621490685946,-7.10220905468908,1.22778314743956e-12,1.12538841698805e-10,NA,"23399",NA,NA,NA,NA,"O95476",NA,"CTDNEP1"
"CCNE2",968.953414096987,1.60243345829306,0.225672468590265,7.10070425649692,1.24122737597913e-12,1.13221523252357e-10,NA,"9134",NA,NA,NA,NA,NA,"ENSG00000175305","CCNE2"
"RHBDL3",278.636968350291,3.41762063170397,0.482419980385631,7.08432645963799,1.39722179736484e-12,1.26838182585783e-10,NA,"162494",NA,NA,NA,NA,"P58872","ENSG00000141314","RHBDL3"
"LDHC",30.7868095185717,3.70244507040741,0.524055634471091,7.06498475900206,1.60633623234405e-12,1.45123639900097e-10,NA,"3948",NA,NA,NA,NA,NA,"ENSG00000166796","LDHC"
"DOC2B",159.627474382723,2.84458256440778,0.402694589454799,7.06387083138864,1.61927275358707e-12,1.45595753015386e-10,NA,"8447",NA,NA,NA,NA,NA,NA,"DOC2B"
"ALPP",10.9765609405623,-6.15181506111769,0.871285367733181,-7.06062019281104,1.65761095817127e-12,1.48336540816066e-10,NA,"250",NA,NA,NA,NA,NA,"ENSG00000163283","ALPP"
"RAD18",784.75905343462,1.07960894396486,0.152951478902692,7.058506081211,1.68302133665843e-12,1.49900041881059e-10,NA,"56852",NA,NA,NA,NA,"Q9NS91","ENSG00000070950","RAD18"
"SCAND3",47.1440313064829,-3.94903815780707,0.559690930127385,-7.0557479945374,1.71674707930901e-12,1.52186001650295e-10,NA,NA,NA,NA,NA,NA,NA,NA,"SCAND3"
"KEL",203.407626415184,4.58111572829326,0.650312424747381,7.04448439543936,1.86149506981552e-12,1.64182786280168e-10,NA,"3792",NA,NA,NA,NA,NA,NA,"KEL"
"LCE3D",659.173643613124,-4.18346094069939,0.593913507390265,-7.04388920043605,1.86946822636565e-12,1.64182786280168e-10,NA,"84648",NA,NA,NA,NA,"Q9BYE3","ENSG00000163202","LCE3D"
"TMTC2",571.000017353597,1.6735187953725,0.237965793629361,7.03260233266573,2.02716523980288e-12,1.77208028046101e-10,NA,"160335",NA,NA,NA,NA,NA,"ENSG00000179104","TMTC2"
"CCDC60",22.9084256738392,5.3396510728443,0.759365328076477,7.03172883382757,2.03989963262006e-12,1.77499469415354e-10,"CCDC60","160777","GO:0005515",NA,"IPI",NA,"Q8IWA6","ENSG00000183273","CCDC60"
"MIR22HG",1280.66106997299,-1.42284762803177,0.2027460309055,-7.01788154212971,2.25257389441937e-12,1.9510596456159e-10,NA,"84981","GO:0035195",NA,"IEA",NA,NA,NA,"MIR22HG"
"CHRND",51.6516309197052,-7.56584090187528,1.07859072864598,-7.01456140956556,2.30671397248917e-12,1.98882982778723e-10,NA,"1144",NA,"04080",NA,NA,NA,"ENSG00000135902","CHRND"
"HSD11B1L",189.925777651328,1.99432447029214,0.284655085726246,7.00610869187171,2.45037583124836e-12,2.1030907475287e-10,NA,"374875",NA,NA,NA,NA,NA,"ENSG00000167733","HSD11B1L"
"SIM2",1467.30888304271,3.77282326184171,0.538644776814202,7.00428821412872,2.48244620543482e-12,2.12097507923169e-10,NA,"6493",NA,NA,NA,NA,"Q14190","ENSG00000159263","SIM2"
"SYT13",19.8701935915088,-5.8701317232912,0.838381157254665,-7.00174577218951,2.5279249112336e-12,2.15010262044652e-10,"SYT13","57586",NA,NA,NA,NA,"Q7L8C5","ENSG00000019505","SYT13"
"CSRP3",364.873518552587,-8.39195966976859,1.19895520337724,-6.99939384401514,2.57072274552463e-12,2.17669896327336e-10,NA,"8048",NA,NA,NA,NA,NA,"ENSG00000129170","CSRP3"
"TACR2",28.7967521516453,2.23510161208469,0.319364370604971,6.99859413825889,2.58543618276634e-12,2.17938419656224e-10,NA,"6865",NA,NA,NA,NA,"P21452","ENSG00000075073","TACR2"
"CAV2",5370.24720487944,-2.07660579278663,0.29705926928398,-6.99054366420545,2.73823056274441e-12,2.29792308825511e-10,NA,"858",NA,NA,NA,NA,NA,"ENSG00000105971","CAV2"
"TDRD9",293.160384755512,4.70684568408007,0.673636061411919,6.98722344854086,2.80379508937929e-12,2.34253357865751e-10,NA,"122402",NA,NA,NA,NA,NA,"ENSG00000156414","TDRD9"
"DRAP1",3515.29556095669,-1.13770427907926,0.163106781722385,-6.97521137420074,3.05411276465211e-12,2.53614377601602e-10,NA,"10589",NA,NA,NA,NA,"Q14919","ENSG00000175550","DRAP1"
"ACSL6",74.9900450034763,3.21335411028932,0.460707105786757,6.97483079797918,3.06239159480803e-12,2.53614377601602e-10,NA,"23305",NA,NA,NA,NA,NA,"ENSG00000164398","ACSL6"
"TNFRSF1A",4645.42176886951,-1.1236800375534,0.161230433311678,-6.96940406642208,3.18286324638633e-12,2.62440278682388e-10,NA,"7132",NA,NA,NA,NA,NA,"ENSG00000067182","TNFRSF1A"
"RNF32",108.293465681301,1.89339911472227,0.271730722356501,6.96792434179819,3.2165111149661e-12,2.64061577707782e-10,NA,"140545",NA,NA,NA,NA,NA,"ENSG00000105982","RNF32"
"RORB",38.7328136875794,3.75620841278938,0.539789961473729,6.95864814257423,3.43553357147601e-12,2.80821406478831e-10,NA,"6096",NA,"04710",NA,NA,"Q58EY0","ENSG00000198963","RORB"
"C12orf34",247.960630693307,2.2910172075053,0.329807190695199,6.9465350427202,3.74366972039538e-12,3.04689533019421e-10,NA,NA,NA,NA,NA,NA,NA,NA,"C12orf34"
"SCYL1",2663.50187917542,-0.973935462756526,0.14046632853458,-6.93358666747499,4.10302344292222e-12,3.32503384760761e-10,NA,"57410",NA,NA,NA,NA,NA,"ENSG00000142186","SCYL1"
"CCHCR1",1245.97416605612,1.08204865696424,0.156097226091467,6.93188908001608,4.15257512972483e-12,3.35080870083181e-10,NA,"54535",NA,NA,NA,NA,NA,NA,"CCHCR1"
"LOC100287314",69.7257107544381,-3.97908915965658,0.574373510471855,-6.92770311845982,4.27728170065171e-12,3.43675034347683e-10,NA,NA,NA,NA,NA,NA,NA,NA,"LOC100287314"
"LINC00460",29.8579164595258,-4.14652961248992,0.598824115199922,-6.92445328643047,4.3766242638402e-12,3.5016703114335e-10,"LINC00460","728192",NA,NA,NA,NA,NA,"ENSG00000233532","LINC00460"
"FCER2",68.1396890155856,5.84503998223025,0.844576834248896,6.92067286859508,4.49503417938982e-12,3.58123356013665e-10,NA,"2208",NA,"04640",NA,NA,NA,"ENSG00000104921","FCER2"
"PDGFB",694.467880566545,-2.21974987741963,0.320791243621639,-6.91960869118278,4.52892892097707e-12,3.59307713806256e-10,NA,"5155",NA,NA,NA,NA,"P01127","ENSG00000100311","PDGFB"
"FAM208A",2726.41642789529,0.951962066824839,0.137601238667961,6.91826669614488,4.57202970626666e-12,3.61209476626473e-10,NA,NA,NA,NA,NA,NA,NA,NA,"FAM208A"
"LHX1",85.151875500862,-5.81217123697898,0.840226339665681,-6.91738756879676,4.60048230901598e-12,3.61298804412398e-10,NA,"3975",NA,NA,NA,NA,NA,NA,"LHX1"
"SRRD",548.150478395027,-1.11322425800322,0.160939148710122,-6.91705074200636,4.6114295023508e-12,3.61298804412398e-10,NA,"402055",NA,NA,NA,NA,"Q9UH36","ENSG00000100104","SRRD"
"CAPN14",1046.72984382631,4.31072013953898,0.624082604784917,6.90729096835606,4.93996065133101e-12,3.85439409167075e-10,"CAPN14","440854",NA,NA,NA,NA,NA,"ENSG00000214711","CAPN14"
"LTBR",5132.4708160527,-1.27860999114777,0.185447747811258,-6.89471835726522,5.39716245020202e-12,4.19379511871253e-10,NA,"4055",NA,NA,NA,NA,"P36941","ENSG00000111321","LTBR"
"KRT42P",281.083146410131,-3.77394570568667,0.547582544606593,-6.89201243329997,5.50085643934372e-12,4.2568512822823e-10,"KRT42P","284116",NA,NA,NA,NA,NA,"ENSG00000214514","KRT42P"
"ICA1",301.647763070489,2.48113186515026,0.360058039450616,6.8909219995088,5.54319284881837e-12,4.27210479066892e-10,NA,"3382",NA,"04940",NA,NA,NA,"ENSG00000003147","ICA1"
"TIMP3",5418.43332272609,-2.70657596496207,0.393102236402841,-6.88517061039673,5.77183182518218e-12,4.43023286679227e-10,NA,"7078",NA,NA,NA,NA,"P35625","ENSG00000100234","TIMP3"
"IGFBP6",2585.85549490976,-3.48156259993564,0.50572504633161,-6.88429933456913,5.80726493672199e-12,4.43938366539209e-10,NA,"3489",NA,NA,NA,NA,"P24592","ENSG00000167779","IGFBP6"
"SSFA2",5096.65031121672,-1.66650840314759,0.242178951764354,-6.88130983723618,5.93047032730595e-12,4.51528793226577e-10,NA,NA,NA,NA,NA,NA,NA,NA,"SSFA2"
"PSTK",112.048425771284,0.870307692485989,0.126609033427213,6.87397785866778,6.2435903044268e-12,4.73459727422437e-10,NA,"118672",NA,NA,NA,NA,"Q8IV42","ENSG00000179988","PSTK"
"ADAM28",382.551943394565,2.74809821991337,0.399876794764484,6.87236232733114,6.3147313975172e-12,4.76939032991679e-10,NA,"10863",NA,NA,NA,NA,"Q9UKQ2","ENSG00000042980","ADAM28"
"MYH1",198.459451671053,-7.4847414689434,1.09050330748908,-6.86356604105791,6.7162453182629e-12,5.05243601989801e-10,NA,"4619",NA,NA,NA,NA,"P12882","ENSG00000109061","MYH1"
"WDR48",1157.51858987023,1.09430118243954,0.159836605546614,6.84637401236852,7.57452916702396e-12,5.67548649729152e-10,NA,"57599",NA,NA,NA,NA,NA,"ENSG00000114742","WDR48"
"MAGEA11",126.416371477637,-7.67444534698979,1.12376280084935,-6.82923953452579,8.53659353946587e-12,6.37106558150966e-10,NA,"4110",NA,NA,NA,NA,NA,"ENSG00000185247","MAGEA11"
"ADARB2",257.448831940019,4.07161543633008,0.5964370948226,6.82656305530613,8.69730772468399e-12,6.4654552936017e-10,NA,"105",NA,NA,NA,NA,"Q9NS39","ENSG00000185736","ADARB2"
"GLIS1",91.0530242816696,-3.1261877579439,0.458091233772346,-6.8243780440852,8.8307055302614e-12,6.53887771852532e-10,"GLIS1","148979",NA,NA,NA,NA,"Q8NBF1","ENSG00000174332","GLIS1"
"GSDMA",110.76974152634,-3.6899052553448,0.54088164426123,-6.82201974220203,8.9769325832858e-12,6.62118910303134e-10,NA,"284110",NA,NA,NA,NA,"Q96QA5","ENSG00000167914","GSDMA"
"TCEANC2",301.881357030051,1.00611104669182,0.147498383220865,6.82116661024861,9.03041341816109e-12,6.6347185276933e-10,NA,"127428",NA,NA,NA,NA,"Q96MN5","ENSG00000116205","TCEANC2"
"HLCS",757.036092796333,1.10004223625201,0.161311809898241,6.81935338116868,9.14511938819615e-12,6.68085595121852e-10,NA,"3141",NA,NA,NA,NA,"P50747","ENSG00000159267","HLCS"
"TIFA",856.376581400467,1.52199337275459,0.223197030089701,6.81905745852852,9.16397463915686e-12,6.68085595121852e-10,NA,"92610",NA,NA,NA,NA,"Q96CG3","ENSG00000145365","TIFA"
